"商品特定コード指定","システム商品コード","独自商品コード","商品名","販売価格","数量","オプショングループ"
"0","000000001266","n-nexvkt25gv302","2in1 タブレットPC NEC VersaPro VKT25/GV-3 Webカメラ 13.3インチ 第7世代 Core i5 7200U メモリ4GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き タッチパネル【中古】","27800","3","[SP4830]"
"0","000000001267","n-pamcfsv702","Panasonic Let's note CF-SV7 Webカメラ 12.1インチ 第8世代 Core i5 8350U メモリ8GB 新品NVMe SSD250GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","33800","0","[SP4830]"
"0","000000001268","n-paxsz606","Panasonic Let's note CF-SZ6 Webカメラ 12.1インチ 第7世代 Core i5 7300U メモリ8GB SSD256GB 無線LAN Office付き 軽量 モバイル レッツノート【中古】","25999","11","[SP4150]"
"0","000000001269","n-tomb55b03","東芝 dynabook B55/B Webカメラ 15.6インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","25800","0","[SP4180]"
"0","000000001270","n-tomb55j01","東芝 dynabook B55/J 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","27800","0","[SP4180]"
"0","000000001271","n-tomb55m01","東芝 dynabook B55/M 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","27800","0","[SP4160]"
"0","000000001272","n-tombz35jb01","東芝 dynabook BZ35/JB Webカメラ 15.6インチ 第8世代 Core i3 8130U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","23800","0","[SP4180]"
"0","000000001273","n-tombz35mb01","東芝 dynabook BZ35/MB Webカメラ 15.6インチ 第8世代 Core i3 8130U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","23800","0","[SP4180]"
"0","000000001274","n-tomez35pb01","東芝 dynabook EZ35/PB Webカメラ 15.6インチ 第8世代 Core i3 8145U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","23800","0","[SP4180]"
"0","000000001275","n-toxb65f01","東芝 dynabook B65/F Webカメラ 15.6インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","25800","0","[SP4160]"
"0","000000001276","n-toxr73b02","東芝 dynabook R73/B 13.3インチ 第6世代 Core i3 6100U メモリ8GB 新品 SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル【中古】","19800","0","[SP4160]"
"0","000000001277","n-toxr82p02","タブレット ウルトラブック 東芝 dynabook R82/P 12.5型ワイド ノートパソコン 第5世代 Core M-5Y10c以上 メモリ4GB SSD128GB Webカメラ フルHD USB3.0 無線LAN Bluetooth Windows11 Pro WPS Office付き | パソコン ダイナブック 中古ノートpc 【中古】","17800","0","[SP4150]"
"0","000000001278","n-toxs7301","dynabook(東芝) S73 Webカメラ 13.3インチ 第8世代 Core i5 8250U メモリ8GB SSD128GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","26999","10","[SP4150]"
"0","000000001279","w-pamsx301","【訳あり】Panasonic Let's note CF-SX3 Webカメラ 12.1インチ 第4世代 Core i5 4300U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量モバイル【中古】","18800","0","[SP4180]"
"0","000000001280","w-pamsx302","【訳あり】Panasonic Let's note CF-SX3 Webカメラ 12.1インチ 第4世代 Core i5 4300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量モバイル【中古】","19800","1","[SP4180]"
"0","000000001281","w-pamsx401","【訳あり】Panasonic Let's note CF-SX4 Webカメラ 12.1インチ 第5世代 Core i5 5200U以上 メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量モバイル【中古】","20800","0","[SP4180]"
"0","000000001282","n-dex13537801","タッチパネル DELL Inspiron 13 5378 Webカメラ 13.3インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","27800","0","[SP4180]"
"0","000000001283","n-dex728002","DELL Latitude 7280 Webカメラ 12.5インチ 第6世代 Core i5 6300U メモリ16GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","34800","0","[SP4680]"
"0","000000001284","n-dexe727003","DELL Latitude E7270 Webカメラ 12.5インチ 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","34800","0","[SP4340]"
"0","000000001285","n-dexe727004","DELL Latitude E7270 Webカメラ 12.5インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","27800","4","[SP4340]"
"0","000000001286","n-hpm250g703","HP 250 G7 Webカメラ 15.6インチ 第7世代 Core i3 7020U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","17800","0","[SP4340]"
"0","000000001287","n-leml54004","Lenovo ThinkPad L540 15.6インチ 第4世代 Core i3 4000M メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","16800","0","[SP4180]"
"0","000000001288","n-lexx1car07","Lenovo ThinkPad X1 Carbon Webカメラ 14インチ 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","30800","0","[SP4180]"
"0","000000001289","n-lexx1cargen201","Lenovo ThinkPad X1 Carbon Gen2 Webカメラ 14インチ 第4世代 Core i5 4210U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","19800","0","[SP4180]"
"0","000000001290","n-lexx24008","Lenovo ThinkPad X240 12.5インチ 第4世代 Core i5 4200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","19800","0","[SP4180]"
"0","000000001291","n-lexx25006","Lenovo ThinkPad X250 Webカメラ 12.5インチ 第5世代 Core i7 5600U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","27800","1","[SP4180]"
"0","000000001292","n-lexx27004","Lenovo ThinkPad X270 Webカメラ 12.5インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","25800","2","[SP4180]"
"0","000000001293","n-toxr734m01","東芝 dynabook R734/M 13.3インチ 第4世代 Core i3 4100M メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","16800","0","[SP4180]"
"0","000000001294","upgrade01","サービス","16800","1",""
"0","000000001296","s-mouse01","USB対応 新品光学式マウス【本体同時購入オプション】","650","10000",""
"0","000000001297","s-mouse02","新品ワイヤレスマウス【本体同時購入オプション】","1000","10000",""
"0","000000001298","s-keyboard01","新品 USB対応 日本語キーボード【本体同時購入オプション】","850","9998",""
"0","000000001299","s-monitor2402","24型液晶モニタへ変更【本体同時購入オプション】","3000","",""
"0","000000001300","n-eprnj4000e03","EPSON Endeavor NJ4000E Webカメラ 15.6インチ 第6世代 Core i3 6100U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","0","[SP4180]"
"0","000000001301","n-fuma5510dx03","富士通 LIFEBOOK A5510 Webカメラ 15.6インチ 第10世代 Core i5 10210U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth ノートパソコン Office付き 中古","44800","0","[SP4180]"
"0","000000001302","n-fume557p01","富士通 LIFEBOOK E557/P 15.6インチ 第7世代 Core i5 7300U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4180]"
"0","000000001303","n-fums937p01","富士通 LIFEBOOK S937/P 13.3インチ 第7世代 Core i5 7300U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Office付き 軽量 モバイル 中古","27800","0","[SP4150]"
"0","000000001304","n-fuxu9311fx01","富士通 LIFEBOOK U9311/FX Webカメラ 13.3インチ 第11世代 Core i5 1135G7 メモリ8GB NVMe SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","49800","5","[SP4870]"
"0","000000001305","n-fuxu9311hx01","富士通 LIFEBOOK U9311/HX Webカメラ 13.3インチ 第11世代 Core i5 1135G7 メモリ8GB NVMe SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","49800","1","[SP4870]"
"0","000000001306","n-hpr450g304","HP ProBook 450 G3 Webカメラ 15.6インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","25800","0","[SP4180]"
"0","000000001307","n-hpx430g603","HP ProBook 430 G6 Webカメラ 第8世代 Core i5 8265U メモリ16GB 新品SSD256GB 13.3インチ USB3.0 無線LAN Bluetooth Windows11 Pro Office付き | 中古ノートパソコン 中古パソコン ノートパソコン ノートPC 軽量 モバイル","34800","0","[SP4180]"
"0","000000001308","n-hpx450g504","HP ProBook 450 G5 Webカメラ 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","28800","0","[SP4340]"
"0","000000001309","n-hpx450g702","HP ProBook 450 G7 Webカメラ 第10世代 Core i5 10210U メモリ8GB 新品SSD256GB 15.6インチ テンキー 無線LAN Bluetooth Windows11 Pro 64bit Office付き | 中古ノートパソコン 中古パソコン ノートパソコン リフレッシュPC 【中古】","43800","0","[SP4180]"
"0","000000001310","n-lexx39001","Lenovo ThinkPad X390 Webカメラ 13.3インチ 第8世代 Core i5 8265U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","29800","6","[SP4830]"
"0","000000001311","n-nemvkl23f302","NEC VersaPro VKL23/F-3 Webカメラ 15.6インチ 第7世代 Core i3 7020U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001312","n-nervkl24x101","NEC VersaPro VKL24/X-1 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001313","n-pamsz601","Panasonic Let's note CF-SZ6 Webカメラ 12.1インチ 第7世代 Core i5 7300U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Office付き 軽量 モバイル レッツノート 中古","27800","0","[SP4150]"
"0","000000001314","n-paxcfsv02","Panasonic Let's note CF-SV7 Webカメラ 12.1インチ 第8世代 Core i5 8350U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","29800","0","[SP4150]"
"0","000000001315","n-toxr6301","東芝 dynabook R63 Webカメラ 13.3インチ 第6世代 Core i7 6500U メモリ8GB SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル 中古","29999","14","[SP4160]"
"0","000000001316","n-toxr6302","東芝 dynabook R63 13.3インチ 第6世代 Core i5 6200U メモリ8GB SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル 中古","23999","10","[SP4160]"
"0","000000001317","n-dex13530101","DELL Vostro 13 5301 13.3インチ 第11世代 Core i5 1135G7 メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","48800","0","[SP4830]"
"0","000000001318","n-dex13734701","タッチパネル Webカメラ DELL Inspiron 13 7347 13.3インチ 第4世代 Core i3 4010U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001319","n-dex14349101","DELL Vostro 14 3491 Webカメラ 14インチ 第10世代 Core i5 1035G1 メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","43800","0","[SP4340]"
"0","000000001320","n-dex15559301","DELL Inspiron 15 5593 Webカメラ 15.6インチ 第10世代 Core i7 1065G7 メモリ16GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","52800","0","[SP4680]"
"0","000000001321","n-dex359001","DELL Latitude 3590 Webカメラ 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","28800","0","[SP4340]"
"0","000000001322","n-dex531001","DELL Latitude 5310 Webカメラ 13.3インチ 第10世代 Core i5 10310U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","42800","0","[SP4340]"
"0","000000001323","n-epmnj3900e02","EPSON Endeavor NJ3900E Webカメラ 15.6インチ 第4世代 Core i7 4610M メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4180]"
"0","000000001324","n-eprnj3900e02","EPSON Endeavor NJ3900E Webカメラ 15.6インチ 第4世代 Core i3 4000M メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","0","[SP4180]"
"0","000000001325","n-eprnj4000e04","EPSON Endeavor NJ4000E Webカメラ 15.6インチ 第6世代 Celeron 3855U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","18800","1","[SP4180]"
"0","000000001326","n-epxna512e02","EPSON Endeavor NA512E Webカメラ 13.3インチ 第6世代 Core i5 6200U メモリ16GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","29800","0","[SP4180]"
"0","000000001327","n-epxna512e03","EPSON Endeavor NA512E Webカメラ 13.3インチ 第6世代 Core i7 6500U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","34800","1","[SP4180]"
"0","000000001328","n-fura577rw01","富士通 LIFEBOOK A577/RW 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001329","n-fuxa747p01","富士通 LIFEBOOK A747/P 15.6インチ 第7世代 Core i7 7600U メモリ16GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","42800","0","[SP4180]"
"0","000000001330","n-hpm250g704","HP 250 G7 Webカメラ 15.6インチ 第8世代 Core i3 8130U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","24800","0","[SP4340]"
"0","000000001331","n-hpm450g303","HP ProBook 450 G3 Webカメラ 15.6インチ 第6世代 Core i7 6500U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","34800","0","[SP4180]"
"0","000000001332","n-hpr650g501","HP ProBook 650 G5 Webカメラ 15.6インチ 第8世代 Core i5 8265U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","32800","0","[SP4340]"
"0","000000001333","n-hpx650g501","HP ProBook 650 G5 Webカメラ 15.6インチ 第8世代 Core i7 8565U メモリ16GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","49800","0","[SP4680]"
"0","000000001334","n-hpx820g304","HP EliteBook 820 G3 Webカメラ 12.5インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","26800","3","[SP4180]"
"0","000000001335","n-hpx820g305","HP EliteBook 820 G3 Webカメラ 12.5インチ 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","34800","1","[SP4180]"
"0","000000001336","n-hpx830g503","HP EliteBook 830 G5 Webカメラ 13.3インチ 第8世代 Core i7 8550U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","44800","0","[SP4340]"
"0","000000001337","n-hpx830g504","HP EliteBook 830 G5 Webカメラ 13.3インチ 第7世代 Core i5 7200U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4340]"
"0","000000001338","n-lexl13gen201","Lenovo ThinkPad L13 Gen 2 Webカメラ 13.3インチ 第11世代 Core i5 1135G7 メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","47800","0","[SP4830]"
"0","000000001339","n-lexx13gen101","Lenovo ThinkPad X13 Gen 1 Webカメラ 13.3インチ 第10世代 Core i5 10210U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","42800","0","[SP4830]"
"0","000000001340","n-lexx13gen102","Lenovo ThinkPad X13 Gen 1 Webカメラ 13.3インチ 第10世代 Core i3 10110U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","29800","0","[SP4830]"
"0","000000001341","n-lexx25007","Lenovo ThinkPad X250 Webカメラ 12.5インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4180]"
"0","000000001342","n-lexx28004","Lenovo ThinkPad X280 Webカメラ 12.5インチ 第8世代 Core i5 8250U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","31800","1","[SP4830]"
"0","000000001343","n-nemvul23f501","NEC VersaPro VUL23/F-5 Webカメラ 15.6インチ 第7世代 Core i3 7020U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001344","n-nexgn234y3701","NEC LAVIE Direct HZ GN234Y/37 13.3インチ 第6世代 Core i5 6200U メモリ4GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","19800","0","[SP4150]"
"0","000000001345","n-nexvku13h401","NEC VersaPro VKU13/H-4 Webカメラ 12.5インチ 第8世代 Core i5 8200Y メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4830]"
"0","000000001346","n-torb35r02","東芝 dynabook Satellite B35/R 15.6インチ 第5世代 Celeron 3205U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","16800","0","[SP4180]"
"0","000000001347","n-torb35r03","東芝 dynabook Satellite B35/R 15.6インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001348","n-dem15359301","DELL Inspiron 15 3593 Webカメラ 15.6インチ 第10世代 Core i3 1005G1 メモリ16GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","37800","0","[SP4680]"
"0","000000001349","n-dex13737001","DELL Inspiron 13 7370 Webカメラ 13.3インチ 第8世代 Core i7 8550U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","48800","0","[SP4830]"
"0","000000001350","n-dex15350101","DELL Inspiron 15 3501 Webカメラ 15.6インチ 第11世代 Core i3 1115G4 メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","37800","0","[SP4340]"
"0","000000001351","n-fuxu939bx01","富士通 LIFEBOOK U939/BX Webカメラ 13.3インチ 第8世代 Core i5 8265U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","29800","0","[SP4830]"
"0","000000001352","n-nebll750hs6r01","NEC LaVie L LL750/HS6R クリスタルレッド Webカメラ 15.6インチ 第3世代 Core i7 3610QM メモリ8GB SSD256GB ブルーレイ BD-RE テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","25800","0","[SP1330]"
"0","000000001353","n-nemgn224fs501","NEC LAVIE Direct NS GN224F/S5 Webカメラ 15.6インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","23800","0","[SP4180]"
"0","000000001354","n-nemgn242fs901","NEC LAVIE Direct NS GN242F/S9 Webカメラ 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","23800","0","[SP4180]"
"0","000000001355","n-nemvkv25fb101","NEC VersaPro VKV25/FB-1 Webカメラ 15.6インチ 第6世代 Core i7 6500U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","32800","0","[SP4180]"
"0","000000001356","n-nerns700aarks01","NEC LaVie Note Standard NS700/AAR-KS クリスタルレッド Webカメラ 15.6インチ 第5世代 Core i7 5500U メモリ8GB 新品SSD256GB DVDROM テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","29800","0","[SP4180]"
"0","000000001357","n-nexgn256y3701","NEC LAVIE Direct HZ GN256Y/37 Webカメラ 13.3インチ 第6世代 Core i7 6500U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","33800","0","[SP4830]"
"0","000000001358","n-fuxwu2d201","富士通 LIFEBOOK WU2/D2 Webカメラ 13.3インチ 第8世代 Core i5 8265U メモリ16GB NVMe SSD512GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","36800","0","[SP4060]"
"0","000000001359","n-hpm650g301","HP ProBook 650 G3 Webカメラ 15.6インチ 第7世代 Core i3 7100U メモリ12GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","21800","0","[SP4680]"
"0","000000001360","n-hpm650g403","HP ProBook 650 G4 Webカメラ 15.6インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","29800","0","[SP4340]"
"0","000000001361","n-hpx15cs3141tx01","Windows11 Home HP Pavilion 15-cs3141tx フォグブルー1Webカメラ 5.6インチ 第10世代 Core i7 1065G7 メモリ16GB 新品SSD256GB テンキー 無線LAN Bluetooth ノートパソコン Office付き","58800","0","[SP4680]"
"0","000000001362","n-hpx450g505","HP ProBook 450 G5 Webカメラ 15.6インチ 第7世代 Core i5 7200U メモリ16GB SSD512GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","35800","0","[SP4070]"
"0","000000001363","n-leml57002","Lenovo ThinkPad L570 Webカメラ 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDマルチ テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","20800","0","[SP4180]"
"0","000000001364","n-lex13gen201","Lenovo ThinkPad 13 Gen 2 Webカメラ 13.3インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","28800","0","[SP4160]"
"0","000000001365","n-lexe47003","Lenovo ThinkPad E470 Webカメラ 14インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","21800","0","[SP4180]"
"0","000000001366","n-lexe47004","Lenovo ThinkPad E470 Webカメラ 14インチ 第7世代 Core i5 7200U メモリ16GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","32800","0","[SP4180]"
"0","000000001367","n-lexl38004","Lenovo ThinkPad L380 Webカメラ 13.3インチ 第8世代 Core i5 8250U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","29800","0","[SP4340]"
"0","000000001368","n-lexl58001","Lenovo ThinkPad L580 Webカメラ 15.6インチ 第8世代 Core i5 8250U メモリ8GB 新品SSD256GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","31800","2","[SP4680]"
"0","000000001369","n-lexx1cargen401","Lenovo ThinkPad X1 Carbon Gen4 Webカメラ 14インチ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","25800","0","[SP4180]"
"0","000000001370","n-lexx1cargen501","Lenovo ThinkPad X1 Carbon Gen 5 Webカメラ 14インチ 第7世代 Core i5 7200U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","33800","0","[SP4830]"
"0","000000001371","n-lexx1cargen502","Lenovo ThinkPad X1 Carbon Gen 5 Webカメラ 14インチ 第7世代 Core i5 7200U メモリ8GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","28800","0","[SP4830]"
"0","000000001372","n-lexx1cargen701","Lenovo ThinkPad X1 Carbon Gen7 Webカメラ 14インチ 第8世代 Core i7 8565U メモリ16GB 新品NVMe SSD250GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","49800","0","[SP4830]"
"0","000000001373","n-lexx24009","Lenovo ThinkPad X240 12.5インチ 第4世代 Core i5 4300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","18800","0","[SP4180]"
"0","000000001374","n-lexx26003","Lenovo ThinkPad X260 12.5インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","25800","1","[SP4180]"
"0","000000001375","n-pamcfsx307","Panasonic Let's note CF-SX3 Webカメラ 12.1インチ 第4世代 Core i5 4310U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","21800","0","[SP4180]"
"0","000000001376","n-pamcfsx308","Panasonic Let's note CF-SX3 Webカメラ 12.1インチ 第4世代 Core i5 4200U メモリ8GB 新品SSD256GB DVDマルチ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","20800","0","[SP4180]"
"0","000000001377","n-paxcflx301","Panasonic Let's note CF-LX3 Webカメラ 14インチ 第4世代 Core i5 4300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","20800","0","[SP4180]"
"0","000000001378","n-paxcflx401","Panasonic Let's note CF-LX4 14インチ 第5世代 Core i5 5300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","23800","0","[SP4180]"
